billnum,billitem,material,qty,netval,tax,rpa_sat,calday
906468389,7,1000075122,1,70.83,14.17,85.00,2021-01-09
907165018,3,2037796004,1,37.27,3.73,41.00,2021-02-07
907512968,4,2034119003,1,36.67,7.33,44.00,2021-02-24
907594561,1,1000036191,3,103.64,10.36,114.00,2021-02-26
900632987,6,1000040205,1,66.67,13.33,80.00,2021-01-11
900915078,1,2028541006,1,30.83,6.17,37.00,2021-02-01
901084925,5,107311693,1,2295.00,459.00,2754.00,2021-02-14
901101967,2,1000011997,3,1325.00,265.00,1590.00,2021-02-12
901188140,10,55482,1,390.00,78.00,468.00,2021-02-22
907019733,1,19758,4,1730.00,346.00,2076.00,2021-02-04
907463813,14,1000028937,1,79.17,15.83,95.00,2021-02-21
900407270,3,1000004421,2,398.18,39.82,438.00,2021-01-04
900857564,2,18452,2,86.67,17.33,104.00,2021-01-29
900946975,1,2028469005,1,64.17,12.83,77.00,2021-02-06
901232163,5,108298849,1,397.50,79.50,477.00,2021-02-22
907000496,3,108353414,1,81.67,16.33,98.00,2021-02-02
907397305,3,1000068650,3,52.50,10.00,63.00,2021-02-17
900448670,16,1000048387,1,60.00,12.00,72.00,2021-01-02
900846526,1,1000022136,2,114.55,11.45,126.00,2021-01-25
900889512,1,107543048,1,401.67,80.33,482.00,2021-01-29
901014886,6,31171,3,72.50,14.00,87.00,2021-02-09
901241792,1,7000009745,1,80.83,16.17,97.00,2021-02-24
907143094,5,108056487,1,17.00,3.00,21.00,2021-02-13
900579359,10,1000014944,1,10.00,2.00,12.00,2021-01-06
900696336,11,108390320,1,45.00,9.00,54.00,2021-01-18
907246199,20,1000039704,1,74.17,14.83,89.00,2021-02-12
900659341,11,179303,2,4996.36,499.64,5496.00,2021-01-13
900677607,5,25402,1,400.83,80.17,481.00,2021-01-12
900860646,1,2486,1,16.67,3.33,20.00,2021-01-28
906483311,1,2034394001,1,71.82,7.18,79.00,2021-01-12
907550610,2,1000009702,1,133.33,26.67,160.00,2021-02-24
900737721,5,102266627,1,21.82,2.18,24.00,2021-01-08
906496343,2,107971421,1,37.50,7.00,45.00,2021-01-11
906930903,2,2040918004,1,18.33,3.67,22.00,2021-02-01
907381513,1,1000034089,1,83.33,16.67,100.00,2021-02-22
900820218,7,40580,1,53.33,10.67,64.00,2021-01-26
900858540,2,1000029639,1,307.50,61.50,369.00,2021-01-27
906601065,10,107436980,1,41.67,8.33,50.00,2021-01-13
907406982,8,2035672002,4,9083.33,1816.67,10900.00,2021-02-19
901012874,17,1000045518,1,50.83,10.17,61.00,2021-02-07
906706404,5,1000038415,1,12.00,2.00,15.00,2021-01-16
907185454,12,2035890002,1,1808.33,361.67,2170.00,2021-02-12
907516290,1,107718661,1,216.67,43.33,260.00,2021-02-24
900577088,7,2028474001,1,28.33,5.67,34.00,2021-01-09
900927316,13,2028362002,1,687.50,137.50,825.00,2021-02-03
901254731,2,107919973,3,84.55,8.45,93.00,2021-02-27
906883627,1,1000044662,3,727.50,145.50,873.00,2021-01-27
907129780,1,1000040455,1,24.55,2.45,27.00,2021-02-09
900828977,1,2026767002,1,388.33,77.67,466.00,2021-01-04
906198109,1,105279589,1,68.18,6.82,75.00,2021-01-05
900590057,5,2021802004,1,299.17,59.83,359.00,2021-01-07
906367352,7,72030,1,25.00,5.00,30.00,2021-01-08
906975507,1,7000009745,1,80.83,16.17,97.00,2021-01-29
907029377,6,2037962004,1,18.33,3.67,22.00,2021-02-01
907138460,4,1000076387,1,46.36,4.64,51.00,2021-02-09
907412901,17,1000055806,1,659.17,131.83,791.00,2021-02-18
900464120,9,1000026286,1,188.33,37.67,226.00,2021-02-15
900572544,1,106773773,1,42.73,4.27,47.00,2021-01-10
900642549,3,1000046731,1,30.00,6.00,36.00,2021-01-13
900705009,1,7000009745,1,80.83,16.17,97.00,2021-01-16
901093801,1,108143791,1,89.09,8.91,98.00,2021-02-24
901213187,9,2007200002,1,16.67,3.33,20.00,2021-02-28
901268024,12,107854111,3,180.00,36.00,216.00,2021-02-25
906379443,2,55414,1,19.17,3.83,23.00,2021-01-07
901070095,1,1000031955,1,32.50,6.00,39.00,2021-02-12
906086296,8,2036160001,1,55.83,11.17,67.00,2021-01-05
906721040,4,106452945,1,227.50,45.50,273.00,2021-01-19
907082153,1,7000009745,1,80.83,16.17,97.00,2021-02-03
900443454,12,55414,1,19.17,3.83,23.00,2021-01-01
900596173,3,108025111,3,985.00,197.00,1182.00,2021-01-06
905984525,1,7000009745,1,80.83,16.17,97.00,2021-01-04
906114473,1,105738618,1,82.50,16.00,99.00,2021-01-01
907344737,3,2040712007,1,77.50,15.00,93.00,2021-02-18
907434866,7,107766161,3,3660.00,732.00,4392.00,2021-02-20
900752569,1,19067,1,55.00,11.00,66.00,2021-01-24
906001533,8,2035988004,2,350.00,70.00,420.00,2021-01-03
900691580,10,1000034366,1,119.17,23.83,143.00,2021-01-13
901004209,13,2031394004,4,276.67,55.33,332.00,2021-02-07
901136489,1,1000038169,1,30.83,6.17,37.00,2021-02-16
906758052,1,2034141004,1,40.00,8.00,48.00,2021-01-20
906902615,16,2038443004,1,2987.50,597.50,3585.00,2021-01-26
900667887,1,1000039900,3,97.50,19.00,117.00,2021-01-11
900857433,4,30458,1,24.17,4.83,29.00,2021-01-31
906276225,2,134966,1,30.83,6.17,37.00,2021-01-05
906934885,5,2036947005,2,194.55,19.45,214.00,2021-01-29
907158237,10,55482,1,390.00,78.00,468.00,2021-02-08
900572587,1,16951,1,21.67,4.33,26.00,2021-01-11
901080707,13,2032814001,1,89.09,8.91,98.00,2021-02-13
901097960,18,2030345006,1,729.17,145.83,875.00,2021-02-15
901216396,3,17657,3,80.00,16.00,96.00,2021-02-26
901234558,3,1000033913,2,585.00,117.00,702.00,2021-02-24
901245026,9,2024813001,1,35.00,7.00,42.00,2021-02-27
905942139,1,7000009745,3,242.50,48.50,291.00,2021-01-02
907463813,8,1000028177,1,55.00,11.00,66.00,2021-02-21
900626383,1,108136920,3,81.82,8.18,90.00,2021-01-11
900992085,1,2023185004,3,92.50,18.00,111.00,2021-02-06
906639320,9,1000026423,1,41.67,8.33,50.00,2021-01-20
907395434,7,2039269002,1,31.67,6.33,38.00,2021-02-21
900695625,9,2029615003,1,10.83,2.17,13.00,2021-01-13
900718311,8,2028411002,2,147.27,14.73,162.00,2021-01-17
900819498,3,2026793003,1,29.17,5.83,35.00,2021-01-28
901020333,2,2024847004,3,110.00,22.00,132.00,2021-02-13
907599230,1,1000035500,4,183.33,36.67,220.00,2021-02-27
900571121,1,7000009745,1,80.83,16.17,97.00,2021-01-05
900712007,6,55481,1,8.18,0.82,9.00,2021-01-17
900791582,1,7000009745,1,80.83,16.17,97.00,2021-01-24
900837679,1,7000009745,3,242.50,48.50,291.00,2021-01-15
900424526,4,1000019047,1,70.00,14.00,84.00,2021-01-02
900463131,3,1000008767,1,22.00,4.00,27.00,2021-01-01
900884590,5,2027734001,1,23.33,4.67,28.00,2021-02-06
900914271,9,1000013851,2,88.33,17.67,106.00,2021-02-01
901144571,13,2032734001,1,40.00,4.00,44.00,2021-02-16
906811049,6,1000064668,1,3492.50,698.50,4191.00,2021-01-24
900750844,3,1000042732,1,6.36,0.64,7.00,2021-01-18
900823029,1,1000030819,1,49.17,9.83,59.00,2021-01-27
900963723,3,107645984,1,57.50,11.00,69.00,2021-02-06
900694744,1,2028916004,1,33.33,6.67,40.00,2021-01-14
900795166,2,7000009745,1,80.83,16.17,97.00,2021-02-06
901230667,17,1000007193,1,27.00,5.00,33.00,2021-02-23
906113046,9,1000067625,2,60.00,12.00,72.00,2021-01-02
906457011,1,84339,2,45.45,4.55,50.00,2021-01-07
900751168,4,1000034868,1,16.36,1.64,18.00,2021-01-19
906675578,3,2039059002,1,55.83,11.17,67.00,2021-01-16
901086745,6,2027015004,1,41.67,8.33,50.00,2021-02-15
906486776,1,2037780001,1,30.83,6.17,37.00,2021-01-12
906534715,2,2037723004,1,48.33,9.67,58.00,2021-01-12
907360517,3,30600,1,55.00,11.00,66.00,2021-02-24
907435471,2,1000038028,1,35.00,7.00,42.00,2021-02-21
907463732,1,1000001081,1,260.83,52.17,313.00,2021-02-28
900533283,1,1000040333,1,55.45,5.55,61.00,2021-01-08
906470312,2,2036983006,1,305.83,61.17,367.00,2021-01-09
907320985,12,36205,3,6750.00,1350.00,8100.00,2021-02-16
907337293,13,1000019198,1,38.33,7.67,46.00,2021-02-17
900437572,2,1000036828,1,1.67,0.33,2.00,2021-01-02
900619939,1,16951,3,65.00,13.00,78.00,2021-01-11
900710020,10,2021891003,1,742.50,148.50,891.00,2021-01-16
900767321,2,893138,1,73.33,14.67,88.00,2021-01-19
900896357,2,106185576,1,12.73,1.27,14.00,2021-01-29
900940860,1,893138,1,73.33,14.67,88.00,2021-02-01
907415678,1,1000077149,4,214.55,21.45,236.00,2021-02-20
900734044,1,1000039309,4,993.33,198.67,1192.00,2021-01-19
900754079,2,107488851,1,41.67,8.33,50.00,2021-01-22
901081136,9,1000050221,1,49.17,9.83,59.00,2021-02-12
901153878,4,1000039863,1,20.91,2.09,23.00,2021-02-16
907019780,6,26703,1,35.00,7.00,42.00,2021-02-02
907064368,5,214272,1,3.33,0.67,4.00,2021-02-02
907519483,1,2041195002,1,75.00,15.00,90.00,2021-02-24
900772433,5,1000014945,1,293.33,58.67,352.00,2021-01-19
900921604,3,30458,1,24.17,4.83,29.00,2021-02-03
901083367,1,646,2,854.55,85.45,940.00,2021-02-11
901155399,11,1000050975,1,43.33,8.67,52.00,2021-02-16
906377079,2,242498,1,48.33,9.67,58.00,2021-01-08
906995656,4,43459,1,217.50,43.50,261.00,2021-02-02
907291374,2,1000043968,1,20.00,4.00,24.00,2021-02-16
900845005,3,107636084,1,53.64,5.36,59.00,2021-01-25
901012107,2,1000050261,1,81.67,16.33,98.00,2021-02-06
901041985,15,105521380,1,260.00,52.00,312.00,2021-02-11
901140780,16,2028197002,1,145.00,29.00,174.00,2021-02-22
901299528,16,1000017396,1,70.00,14.00,84.00,2021-02-28
900492817,4,1000009056,1,3030.83,606.17,3637.00,2021-01-02
900605593,1,102738575,1,1065.83,213.17,1279.00,2021-01-14
900644866,1,893138,1,73.33,14.67,88.00,2021-01-12
900726563,1,107568202,1,29.17,5.83,35.00,2021-01-18
900816567,5,36237,1,90.00,9.00,99.00,2021-01-15
901086745,4,2026317003,2,6993.33,1398.67,8392.00,2021-02-15
901162096,10,1000009386,1,45.83,9.17,55.00,2021-02-21
907587115,2,107881506,1,40.00,8.00,48.00,2021-02-27
900766339,1,646,2,854.55,85.45,940.00,2021-01-04
906015093,4,2033736003,1,36.67,7.33,44.00,2021-01-01
900746465,1,1000022142,1,321.67,64.33,386.00,2021-01-17
900927316,12,2028356004,1,60.00,12.00,72.00,2021-02-03
906605862,1,1000057886,2,30.00,6.00,36.00,2021-01-14
900642549,11,1000046846,1,56.67,11.33,68.00,2021-01-13
906397977,8,1000043349,1,63.64,6.36,70.00,2021-01-08
907290199,3,2034341004,1,36.67,7.33,44.00,2021-02-18
907607753,1,1000038485,1,71.82,7.18,79.00,2021-02-26
900443454,13,55417,1,820.83,164.17,985.00,2021-01-01
900893140,16,1000044851,2,83.33,16.67,100.00,2021-02-01
900993680,1,1000004095,2,96.67,19.33,116.00,2021-02-07
901153878,6,1000039900,1,32.50,6.00,39.00,2021-02-16
907019780,4,19657,1,769.17,153.83,923.00,2021-02-02
900530716,2,1000040147,1,22.00,4.00,27.00,2021-01-05
900650695,2,2025353001,1,57.27,5.73,63.00,2021-01-15
900716649,9,1000023505,3,747.50,149.50,897.00,2021-01-15
900719580,5,2024939004,3,7.00,1.00,9.00,2021-01-21
907475139,15,70841,1,255.83,51.17,307.00,2021-02-28
907504463,7,2034351003,3,160.00,32.00,192.00,2021-02-24
907508077,1,2034579005,1,23.33,4.67,28.00,2021-02-28
900975447,1,1000014433,1,268.33,53.67,322.00,2021-02-08
901054076,2,1000042476,1,38.18,3.82,42.00,2021-02-14
901103540,17,2026751001,4,273.33,54.67,328.00,2021-02-21
907058658,1,2034093005,3,212.50,42.50,255.00,2021-02-03
900698883,2,2026883002,3,145.00,29.00,174.00,2021-01-19
907520695,1,2034932008,1,311.67,62.33,374.00,2021-02-24
900749011,1,2026746002,1,28.33,5.67,34.00,2021-01-17
901118044,16,2030122002,1,534.17,106.83,641.00,2021-02-14
901136488,3,19067,1,55.00,11.00,66.00,2021-02-16
901258376,1,7000009745,1,80.83,16.17,97.00,2021-02-28
906541563,1,2034146004,1,73.33,14.67,88.00,2021-01-10
900747148,2,1000035058,2,160.00,32.00,192.00,2021-01-21
900747987,1,1000046404,3,87.50,17.00,105.00,2021-01-17
901185982,1,2028177001,1,30.00,6.00,36.00,2021-02-21
906230173,2,19758,4,1730.00,346.00,2076.00,2021-01-05
906671718,1,2486,1,16.67,3.33,20.00,2021-01-19
900578651,4,25392,1,14.17,2.83,17.00,2021-01-06
900659341,3,34428,2,46.67,9.33,56.00,2021-01-13
906011878,8,36205,1,2250.00,450.00,2700.00,2021-01-03
907161283,1,2035854004,1,1270.00,254.00,1524.00,2021-02-07
900637381,2,2024838002,1,44.55,4.45,49.00,2021-01-11
900696336,3,108353511,3,141.82,14.18,156.00,2021-01-18
900783126,19,1000033095,1,20.83,4.17,25.00,2021-01-10
900607449,9,1000044492,1,40.00,8.00,48.00,2021-01-11
900984889,2,1000026466,1,35.83,7.17,43.00,2021-02-07
906811049,4,1000064286,1,25.45,2.55,28.00,2021-01-24
906874079,2,2036187004,4,160.00,32.00,192.00,2021-02-08
907093612,7,1000068660,2,583.64,58.36,642.00,2021-02-09
907141182,1,1000007821,1,87.27,8.73,96.00,2021-02-07
907461289,2,1000057816,3,100.91,10.09,111.00,2021-02-26
900690004,1,7000009745,1,80.83,16.17,97.00,2021-01-16
900712007,4,43791,1,60.83,12.17,73.00,2021-01-17
901130248,1,18317,1,30.83,6.17,37.00,2021-02-18
907000496,11,108386478,1,80.00,16.00,96.00,2021-02-02
900766404,1,19372,1,320.91,32.09,353.00,2021-01-18
900971952,4,55480,4,323.33,64.67,388.00,2021-02-05
906312401,1,19719,3,122.50,24.00,147.00,2021-01-05
906905909,1,105738642,1,39.17,7.83,47.00,2021-01-26
907147025,5,2036059003,1,53.33,10.67,64.00,2021-02-09
900686449,3,1000023564,2,1.67,0.33,2.00,2021-01-16
900985681,1,1000006092,2,308.33,61.67,370.00,2021-02-10
901156373,4,106108571,1,51.67,10.33,62.00,2021-02-22
905835310,3,1000052214,1,1819.17,363.83,2183.00,2021-01-02
906011878,5,32204,1,65.45,6.55,72.00,2021-01-03
906548859,6,2035971005,3,110.00,22.00,132.00,2021-01-13
907013795,11,89572,1,751.67,150.33,902.00,2021-02-01
907138460,16,1000077320,2,43.33,8.67,52.00,2021-02-09
900690187,7,1000041935,1,43.64,4.36,48.00,2021-01-17
900904320,1,7000009746,2,145.45,14.55,160.00,2021-01-30
901057224,4,25393,1,13.33,2.67,16.00,2021-02-12
906371658,1,90024,3,645.00,129.00,774.00,2021-01-06
906989711,2,19067,1,55.00,11.00,66.00,2021-02-01
907043967,10,55145,1,72.50,14.00,87.00,2021-02-03
907044926,2,7000009745,1,80.83,16.17,97.00,2021-02-11
900439975,1,1000045077,2,140.00,28.00,168.00,2021-01-18
900662964,5,2027220001,1,65.00,13.00,78.00,2021-01-17
900887460,1,69764,1,11.67,2.33,14.00,2021-01-10
901073500,4,2031202007,1,75.83,15.17,91.00,2021-02-11
901225757,2,108394363,1,27.00,5.00,33.00,2021-02-23
907178726,9,1000065208,1,285.00,57.00,342.00,2021-02-11
907356843,5,55239,2,8238.33,1647.67,9886.00,2021-02-20
900616782,1,1000017120,1,659.17,131.83,791.00,2021-01-10
900654565,1,1000022148,3,160.00,32.00,192.00,2021-01-12
900767283,9,2025664001,1,48.33,9.67,58.00,2021-01-15
900828668,3,1000047343,1,42.73,4.27,47.00,2021-01-23
900835033,2,25901,1,22.73,2.27,25.00,2021-01-25
907072980,4,107920051,1,175.00,35.00,210.00,2021-02-05
907336240,11,1000019931,1,785.00,157.00,942.00,2021-02-21
900715660,2,16951,1,21.67,4.33,26.00,2021-01-20
900774514,2,7000009745,2,161.67,32.33,194.00,2021-01-19
900839466,1,724391,1,45.83,9.17,55.00,2021-01-04
907146022,1,106199581,1,41.67,8.33,50.00,2021-02-07
907147025,8,2036062004,1,49.17,9.83,59.00,2021-02-09
900740240,4,1000045498,1,40.83,8.17,49.00,2021-01-21
900865434,1,2032715002,1,41.67,8.33,50.00,2021-01-28
906498716,3,478001,1,60.83,12.17,73.00,2021-01-08
906796877,1,1000065317,1,2680.00,536.00,3216.00,2021-01-21
907264617,4,2038905002,4,230.00,46.00,276.00,2021-02-15
900461841,1,662670,1,475.45,47.55,523.00,2021-01-03
907114362,1,1000041799,1,39.17,7.83,47.00,2021-02-07
900993803,1,1000011753,1,61.67,12.33,74.00,2021-02-04
901089613,2,1000018506,3,267.27,26.73,294.00,2021-02-28
901182811,1,219598,1,1579.17,315.83,1895.00,2021-02-18
906957746,11,2030155002,1,28.18,2.82,31.00,2021-02-01
907085162,1,107267750,2,93.33,18.67,112.00,2021-02-04
907304020,10,2034647003,1,62.50,12.00,75.00,2021-02-14
900448670,4,1000047682,1,18.33,3.67,22.00,2021-01-02
900534881,1,646,1,427.27,42.73,470.00,2021-01-05
901206032,9,70308,1,757.50,151.50,909.00,2021-02-26
906396565,5,1000054385,1,298.33,59.67,358.00,2021-01-08
907083876,1,15707,1,315.00,63.00,378.00,2021-02-02
900604099,2,1000010855,1,359.09,35.91,395.00,2021-01-15
900823027,3,105366720,1,14.55,1.45,16.00,2021-01-27
900876700,5,2025334002,1,78.18,7.82,86.00,2021-01-27
900992682,3,2029495001,1,4086.67,817.33,4904.00,2021-02-05
901018435,4,25901,1,22.73,2.27,25.00,2021-02-08
901199802,3,2025170006,3,160.00,32.00,192.00,2021-02-22
906730950,2,1000045521,2,43.33,8.67,52.00,2021-01-21
907192738,10,2037032003,1,69.17,13.83,83.00,2021-02-10
907235406,2,17621,1,15.00,3.00,18.00,2021-02-12
907543343,17,98604,2,115.00,23.00,138.00,2021-02-25
900647334,1,1000037771,1,57.27,5.73,63.00,2021-01-10
900677494,10,1000034760,1,340.83,68.17,409.00,2021-01-14
900703411,3,1000043200,1,70.00,7.00,77.00,2021-01-15
900741723,2,1000049138,1,48.33,9.67,58.00,2021-01-19
900747938,4,2027122002,1,25.45,2.55,28.00,2021-01-23
901041985,2,104909585,1,424.55,42.45,467.00,2021-02-11
901057867,2,2027172004,1,117.27,11.73,129.00,2021-02-09
901089886,3,2025689005,1,12.00,2.00,15.00,2021-02-22
906558644,1,1000045595,1,72.50,14.00,87.00,2021-01-17
906984475,1,1000046509,1,20.00,2.00,22.00,2021-02-03
906984615,6,242493,1,60.00,12.00,72.00,2021-01-30
901066285,20,1000050668,1,2375.83,475.17,2851.00,2021-02-10
901212431,7,1000016402,1,25.83,5.17,31.00,2021-02-24
900600697,1,874921,1,17.00,3.00,21.00,2021-01-06
900719580,8,2027818004,1,20.00,2.00,22.00,2021-01-21
907003009,1,1000054663,1,17.00,3.00,21.00,2021-02-01
907475139,2,20703,1,57.50,11.00,69.00,2021-02-28
900524803,2,1000040377,3,38.18,3.82,42.00,2021-01-08
900854423,2,1000042652,1,90.91,9.09,100.00,2021-01-29
900967540,7,1000031631,1,52.50,10.00,63.00,2021-02-07
901005384,6,55477,1,1.67,0.33,2.00,2021-02-08
907088386,7,1000075476,1,67.50,13.00,81.00,2021-02-08
900603992,10,2030054004,1,57.50,11.00,69.00,2021-01-07
900671684,6,1000009510,1,400.00,80.00,480.00,2021-01-13
900702739,5,34428,1,23.33,4.67,28.00,2021-01-04
901023034,5,1000041926,2,85.00,17.00,102.00,2021-02-10
906397977,5,1000043257,1,25.83,5.17,31.00,2021-01-08
906546837,3,1000009509,3,462.50,92.50,555.00,2021-01-08
900628031,1,1000043292,2,149.09,14.91,164.00,2021-01-12
900747938,6,2028423001,1,20.83,4.17,25.00,2021-01-23
900761282,1,102798607,1,202.73,20.27,223.00,2021-01-22
900781675,2,1000006077,1,136.36,13.64,150.00,2021-01-24
906984615,4,235283,1,310.91,31.09,342.00,2021-01-30
900632987,16,1000040770,2,50.91,5.09,56.00,2021-01-11
901044835,2,19719,2,81.67,16.33,98.00,2021-02-10
907435471,15,1000038812,1,26.67,5.33,32.00,2021-02-21
900598172,1,16951,3,65.00,13.00,78.00,2021-01-09
900685671,5,2029643001,1,345.83,69.17,415.00,2021-01-14
900697943,9,2028496001,1,73.33,14.67,88.00,2021-01-15
901012874,7,1000044671,1,3712.73,371.27,4084.00,2021-02-07
901013008,2,2027029004,4,1660.00,332.00,1992.00,2021-02-06
901018435,6,36201,1,2358.33,471.67,2830.00,2021-02-08
907155453,1,1000022264,2,140.00,28.00,168.00,2021-02-09
900448670,6,1000047704,1,168.33,33.67,202.00,2021-01-02
900563196,2,1000014929,1,273.33,54.67,328.00,2021-01-05
900645769,7,2025660005,4,286.67,57.33,344.00,2021-01-15
900703452,2,2028022004,1,40.00,8.00,48.00,2021-01-20
900820218,17,55481,1,8.18,0.82,9.00,2021-01-26
901014886,16,55446,3,62.50,12.00,75.00,2021-02-09
901232578,1,7000009745,1,80.83,16.17,97.00,2021-02-23
906932775,1,2032775003,1,17.00,3.00,21.00,2021-01-27
907143369,2,2038918004,1,175.00,35.00,210.00,2021-02-06
907163541,4,1000013537,3,210.00,21.00,231.00,2021-02-09
900424051,4,1000047963,1,3140.83,628.17,3769.00,2021-01-04
900671684,4,1000009507,1,3.33,0.67,4.00,2021-01-13
900772433,8,1000015209,1,765.83,153.17,919.00,2021-01-19
900834285,1,696988,1,22.73,2.27,25.00,2021-01-31
900898171,3,108353449,1,80.00,16.00,96.00,2021-01-30
906625978,1,107947288,1,343.33,68.67,412.00,2021-01-18
907223941,10,1000065771,1,63.33,12.67,76.00,2021-02-12
900706889,2,2009442001,3,67.50,13.00,81.00,2021-01-14
901005384,4,35146,1,840.91,84.09,925.00,2021-02-08
900527891,9,106773731,3,144.55,14.45,159.00,2021-01-07
900627407,2,1000032915,1,280.83,56.17,337.00,2021-01-09
900927316,19,2028478001,1,10.00,1.00,11.00,2021-02-03
901042266,5,2026865004,2,80.00,16.00,96.00,2021-02-09
906672251,1,1000039428,1,2.00,0.50,3.00,2021-01-15
907206226,1,19380,1,51.67,10.33,62.00,2021-02-10
900796738,1,25391,2,349.09,34.91,384.00,2021-01-24
900896904,2,1000007997,4,912.73,91.27,1004.00,2021-01-28
906704957,12,2034200004,3,167.50,33.50,201.00,2021-01-18
907405457,4,55517,3,115.00,23.00,138.00,2021-02-25
900469749,1,1000014438,2,120.00,24.00,144.00,2021-01-01
900602609,1,7000009745,1,80.83,16.17,97.00,2021-01-06
900934108,1,7000009745,1,80.83,16.17,97.00,2021-01-30
907012857,1,7000009746,1,72.73,7.27,80.00,2021-01-31
907291928,2,1000072960,1,65.00,13.00,78.00,2021-02-16
907394484,2,1000053594,1,40.00,8.00,48.00,2021-02-20
900783126,12,103089597,1,523.33,104.67,628.00,2021-01-10
900784726,1,2027707005,2,6653.33,1330.67,7984.00,2021-01-22
901084925,14,107436998,1,329.17,65.83,395.00,2021-02-14
907463813,5,1000026712,3,84.55,8.45,93.00,2021-02-21
900523111,1,1000032713,1,65.83,13.17,79.00,2021-01-01
900665442,2,2026293002,1,240.00,48.00,288.00,2021-01-28
900736759,1,1000020619,1,60.00,6.00,66.00,2021-01-22
906371659,1,2034059004,1,11.67,2.33,14.00,2021-01-08
907277964,1,19719,1,40.83,8.17,49.00,2021-02-15
907484830,10,2034588007,1,81.67,16.33,98.00,2021-02-24
900691648,1,17621,2,30.00,6.00,36.00,2021-01-14
900826087,3,1000021114,1,37.50,7.00,45.00,2021-01-29
901079010,1,1000033950,1,31.67,6.33,38.00,2021-02-11
906548859,4,2035942002,3,165.00,33.00,198.00,2021-01-13
907029377,16,2037996002,3,685.00,137.00,822.00,2021-02-01
907434866,17,107892643,1,248.33,49.67,298.00,2021-02-20
900677607,14,55414,1,19.17,3.83,23.00,2021-01-12
900884590,8,2028477002,1,23.33,4.67,28.00,2021-02-06
900740240,6,1000045520,1,339.17,67.83,407.00,2021-01-21
901127559,1,18452,1,43.33,8.67,52.00,2021-02-19
901128368,3,1000006453,1,1086.67,217.33,1304.00,2021-02-15
901293545,1,1000015480,1,75.00,15.00,90.00,2021-02-28
906706404,14,1000039361,1,256.67,51.33,308.00,2021-01-16
906758743,4,1000040044,1,76.36,7.64,84.00,2021-01-24
906955645,1,1000023974,1,76.67,15.33,92.00,2021-02-04
907264617,6,2038915002,1,45.45,4.55,50.00,2021-02-15
900718311,5,2027858006,1,735.00,147.00,882.00,2021-01-17
901004204,2,20858,1,38.18,3.82,42.00,2021-02-06
907282263,12,55205,1,288.33,57.67,346.00,2021-02-13
907412901,7,1000055509,1,45.83,9.17,55.00,2021-02-18
900602237,1,1000012421,1,601.67,120.33,722.00,2021-01-16
900678760,3,1000048964,1,6.36,0.64,7.00,2021-01-19
901201471,5,1000038878,1,189.17,37.83,227.00,2021-02-21
906113046,11,1000067694,3,142.50,28.00,171.00,2021-01-02
900542005,2,16951,1,21.67,4.33,26.00,2021-01-02
900775173,13,2031015003,1,37.50,7.00,45.00,2021-01-20
901257140,2,1000024113,1,69.17,13.83,83.00,2021-02-28
906129089,1,1000034231,1,576.36,57.64,634.00,2021-01-02
900691580,4,1000033774,3,1037.50,207.50,1245.00,2021-01-13
901056059,12,2026871003,1,60.00,12.00,72.00,2021-02-04
901132924,3,2026310003,1,333.64,33.36,367.00,2021-02-17
906868383,2,1000053588,1,317.50,63.50,381.00,2021-01-29
907316440,2,2035900004,1,35.00,7.00,42.00,2021-02-21
907337591,2,1000040788,1,51.67,10.33,62.00,2021-02-19
900671272,3,2028373006,1,18.33,3.67,22.00,2021-01-13
900815209,14,103934746,1,12.00,2.00,15.00,2021-01-04
901023575,4,1000028201,1,43.33,8.67,52.00,2021-02-10
906534267,13,70289,1,15.00,3.00,18.00,2021-01-12
906698448,1,1000016335,1,60.00,6.00,66.00,2021-01-21
907158237,4,32204,1,65.45,6.55,72.00,2021-02-08
900646942,14,80924,2,1325.00,265.00,1590.00,2021-01-12
900773584,12,43653,1,20.00,4.00,24.00,2021-01-02
900799391,4,2026919003,1,41.67,8.33,50.00,2021-01-28
900916780,2,106080598,1,120.83,24.17,145.00,2021-02-02
901022454,3,107617131,4,163.64,16.36,180.00,2021-02-07
901023210,1,1000045079,1,55.00,11.00,66.00,2021-02-08
906570878,2,2034660003,1,3149.17,629.83,3779.00,2021-01-13
906744217,20,1000068638,1,183.33,36.67,220.00,2021-01-22
907227037,1,17617,1,22.00,4.00,27.00,2021-02-13
901081136,11,1000050235,1,680.00,136.00,816.00,2021-02-12
901261706,2,1000014911,2,5.00,1.00,6.00,2021-02-25
907412901,20,1000056139,1,1.67,0.33,2.00,2021-02-18
900498404,4,1000020794,2,133.33,26.67,160.00,2021-01-06
900696986,16,7000011075,1,70.83,14.17,85.00,2021-01-13
901155399,9,1000050964,1,50.91,5.09,56.00,2021-02-16
907161282,1,1000055256,1,239.17,47.83,287.00,2021-02-07
900764709,1,1000011788,1,20.00,4.00,24.00,2021-01-20
900874339,3,2028555001,1,396.36,39.64,436.00,2021-01-29
901162096,6,1000008530,2,23.33,4.67,28.00,2021-02-21
906474292,1,1000068605,4,9883.64,988.36,10872.00,2021-01-15
907040503,3,1000055798,1,25.00,5.00,30.00,2021-02-02
907168719,3,55239,1,4119.17,823.83,4943.00,2021-02-08
907450357,1,7000009745,1,80.83,16.17,97.00,2021-02-24
907486473,3,2037985007,3,180.00,36.00,216.00,2021-02-26
